timestamp,open,high,low,close,volume,Dividends,Stock Splits,symbol,fetched_at
2025-09-08 09:30:00-04:00,239.3000030517578,240.1499938964844,238.7400054931641,239.22999572753903,11286441,0.0,0.0,AAPL,2025-09-13 10:28:47
2025-09-08 10:30:00-04:00,239.22000122070312,239.57000732421875,238.6150054931641,238.6999969482422,5248756,0.0,0.0,AAPL,2025-09-13 10:28:47
2025-09-08 11:30:00-04:00,238.69500732421875,238.78829956054688,237.6000061035156,237.72999572753903,4448853,0.0,0.0,AAPL,2025-09-13 10:28:47
2025-09-08 12:30:00-04:00,237.72000122070312,237.87989807128903,236.33999633789065,237.8058013916016,4717107,0.0,0.0,AAPL,2025-09-13 10:28:47
2025-09-08 13:30:00-04:00,237.80990600585932,237.9550018310547,237.10499572753903,237.1649932861328,4114279,0.0,0.0,AAPL,2025-09-13 10:28:47
2025-09-08 14:30:00-04:00,237.15499877929688,237.24989318847656,236.6100006103516,237.1100006103516,3761415,0.0,0.0,AAPL,2025-09-13 10:28:47
2025-09-08 15:30:00-04:00,237.1150054931641,238.009994506836,236.9042053222656,237.9199981689453,5177199,0.0,0.0,AAPL,2025-09-13 10:28:47
2025-09-09 09:30:00-04:00,237.0,238.0,236.0749969482422,236.3101043701172,7890752,0.0,0.0,AAPL,2025-09-13 10:28:47
2025-09-09 10:30:00-04:00,236.3099975585937,236.67999267578125,235.77999877929688,236.2250061035156,4277475,0.0,0.0,AAPL,2025-09-13 10:28:47
2025-09-09 11:30:00-04:00,236.22999572753903,236.259994506836,235.5500030517578,236.0,4300130,0.0,0.0,AAPL,2025-09-13 10:28:47
2025-09-09 12:30:00-04:00,236.0,238.780502319336,235.8249969482422,237.75,9674704,0.0,0.0,AAPL,2025-09-13 10:28:47
2025-09-09 13:30:00-04:00,237.759994506836,238.1000061035156,233.6699981689453,234.52859497070312,16074676,0.0,0.0,AAPL,2025-09-13 10:28:47
2025-09-09 14:30:00-04:00,234.5500030517578,234.69000244140625,233.3699951171875,234.3099975585937,9544618,0.0,0.0,AAPL,2025-09-13 10:28:47
2025-09-09 15:30:00-04:00,234.3099975585937,234.634994506836,233.51499938964844,234.3500061035156,6317179,0.0,0.0,AAPL,2025-09-13 10:28:47
2025-09-10 09:30:00-04:00,232.0249938964844,232.33999633789065,227.5500030517578,228.1080017089844,22167235,0.0,0.0,AAPL,2025-09-13 10:28:47
2025-09-10 10:30:00-04:00,228.1100006103516,228.34640502929688,227.0200042724609,227.0399932861328,11560546,0.0,0.0,AAPL,2025-09-13 10:28:47
2025-09-10 11:30:00-04:00,227.0399932861328,228.05499267578125,226.24009704589844,227.7386016845703,10156861,0.0,0.0,AAPL,2025-09-13 10:28:47
2025-09-10 12:30:00-04:00,227.7449951171875,227.78990173339844,226.6199951171875,226.80499267578125,6579251,0.0,0.0,AAPL,2025-09-13 10:28:47
2025-09-10 13:30:00-04:00,226.8000030517578,227.0850067138672,226.3500061035156,227.0599975585937,6214643,0.0,0.0,AAPL,2025-09-13 10:28:47
2025-09-10 14:30:00-04:00,227.05499267578125,227.3500061035156,226.17999267578125,226.1849975585937,6166050,0.0,0.0,AAPL,2025-09-13 10:28:47
2025-09-10 15:30:00-04:00,226.1849975585937,227.1000061035156,225.9521942138672,226.77999877929688,7727491,0.0,0.0,AAPL,2025-09-13 10:28:47
2025-09-11 09:30:00-04:00,226.875,229.1849975585937,226.6499938964844,228.94000244140625,13821091,0.0,0.0,AAPL,2025-09-13 10:28:47
2025-09-11 10:30:00-04:00,228.94000244140625,229.32000732421875,228.32020568847656,228.7400054931641,249794,0.0,0.0,AAPL,2025-09-13 10:28:47
2025-09-11 11:30:00-04:00,228.75,228.77999877929688,228.02999877929688,228.6100006103516,9985902,0.0,0.0,AAPL,2025-09-13 10:28:47
2025-09-11 12:30:00-04:00,228.6000061035156,229.5399932861328,228.3099975585937,229.47250366210932,3516399,0.0,0.0,AAPL,2025-09-13 10:28:47
2025-09-11 13:30:00-04:00,229.47000122070312,230.16000366210932,229.17999267578125,229.4600067138672,4663505,0.0,0.0,AAPL,2025-09-13 10:28:47
2025-09-11 14:30:00-04:00,229.46499633789065,230.1508026123047,229.41000366210932,229.8500061035156,3884806,0.0,0.0,AAPL,2025-09-13 10:28:47
2025-09-11 15:30:00-04:00,229.83999633789065,230.4499969482422,229.8350067138672,230.0200042724609,5627999,0.0,0.0,AAPL,2025-09-13 10:28:47
2025-09-12 09:30:00-04:00,230.0,234.0780029296875,229.0200042724609,234.07000732421875,14988292,0.0,0.0,AAPL,2025-09-13 10:28:47
2025-09-12 10:30:00-04:00,234.0800018310547,234.509994506836,233.3600006103516,234.09500122070312,8044876,0.0,0.0,AAPL,2025-09-13 10:28:47
2025-09-12 11:30:00-04:00,234.08999633789065,234.4900054931641,233.6210021972656,233.9694061279297,4710781,0.0,0.0,AAPL,2025-09-13 10:28:47
2025-09-12 12:30:00-04:00,233.9636993408203,233.96499633789065,233.0,233.2350006103516,4969404,0.0,0.0,AAPL,2025-09-13 10:28:47
2025-09-12 13:30:00-04:00,233.22000122070312,233.8699951171875,233.218505859375,233.5399932861328,3203879,0.0,0.0,AAPL,2025-09-13 10:28:47
2025-09-12 14:30:00-04:00,233.5399932861328,234.4499969482422,233.02999877929688,233.77549743652344,6970851,0.0,0.0,AAPL,2025-09-13 10:28:47
2025-09-12 15:30:00-04:00,233.77999877929688,234.2899932861328,233.509994506836,234.0599975585937,5874733,0.0,0.0,AAPL,2025-09-13 10:28:47
2025-09-08 09:30:00-04:00,239.3000030517578,240.14999389648438,238.74000549316406,239.22999572753906,11286441,0.0,0.0,AAPL,2025-09-13 18:16:59
2025-09-08 10:30:00-04:00,239.22000122070312,239.57000732421875,238.61500549316406,238.6999969482422,5248756,0.0,0.0,AAPL,2025-09-13 18:16:59
2025-09-08 11:30:00-04:00,238.69500732421875,238.78829956054688,237.60000610351562,237.72999572753906,4448853,0.0,0.0,AAPL,2025-09-13 18:16:59
2025-09-08 12:30:00-04:00,237.72000122070312,237.87989807128906,236.33999633789062,237.80580139160156,4717107,0.0,0.0,AAPL,2025-09-13 18:16:59
2025-09-08 13:30:00-04:00,237.80990600585938,237.9550018310547,237.10499572753906,237.1649932861328,4114279,0.0,0.0,AAPL,2025-09-13 18:16:59
2025-09-08 14:30:00-04:00,237.15499877929688,237.24989318847656,236.61000061035156,237.11000061035156,3761415,0.0,0.0,AAPL,2025-09-13 18:16:59
2025-09-08 15:30:00-04:00,237.11500549316406,238.00999450683594,236.90420532226562,237.9199981689453,5177199,0.0,0.0,AAPL,2025-09-13 18:16:59
2025-09-09 09:30:00-04:00,237.0,238.0,236.0749969482422,236.3101043701172,7890752,0.0,0.0,AAPL,2025-09-13 18:16:59
2025-09-09 10:30:00-04:00,236.30999755859375,236.67999267578125,235.77999877929688,236.22500610351562,4277475,0.0,0.0,AAPL,2025-09-13 18:16:59
2025-09-09 11:30:00-04:00,236.22999572753906,236.25999450683594,235.5500030517578,236.0,4300130,0.0,0.0,AAPL,2025-09-13 18:16:59
2025-09-09 12:30:00-04:00,236.0,238.78050231933594,235.8249969482422,237.75,9674704,0.0,0.0,AAPL,2025-09-13 18:16:59
2025-09-09 13:30:00-04:00,237.75999450683594,238.10000610351562,233.6699981689453,234.52859497070312,16074676,0.0,0.0,AAPL,2025-09-13 18:16:59
2025-09-09 14:30:00-04:00,234.5500030517578,234.69000244140625,233.3699951171875,234.30999755859375,9544618,0.0,0.0,AAPL,2025-09-13 18:16:59
2025-09-09 15:30:00-04:00,234.30999755859375,234.63499450683594,233.51499938964844,234.35000610351562,6317179,0.0,0.0,AAPL,2025-09-13 18:16:59
2025-09-10 09:30:00-04:00,232.02499389648438,232.33999633789062,227.5500030517578,228.10800170898438,22167235,0.0,0.0,AAPL,2025-09-13 18:16:59
2025-09-10 10:30:00-04:00,228.11000061035156,228.34640502929688,227.02000427246094,227.0399932861328,11560546,0.0,0.0,AAPL,2025-09-13 18:16:59
2025-09-10 11:30:00-04:00,227.0399932861328,228.05499267578125,226.24009704589844,227.7386016845703,10156861,0.0,0.0,AAPL,2025-09-13 18:16:59
